"","id","pd","mpd","mntd","retrieved_taxa","proportion_missing"
"89","862912ac7ffffff",5045.15603189536,433.899058940251,109.02524891156,50,0.02
"90","862913db7ffffff",1505.07167399926,306.105201047408,238.063904999894,7,0.142857142857143
"91","8629120afffffff",NA,NA,NA,0,Inf
"92","86291205fffffff",12305.098651001,324.83230282371,38.6573274395916,348,0.0028735632183908
"93","86291200fffffff",NA,NA,NA,1,1
"94","862912337ffffff",1418.37202599999,222.185748577775,113.902326699991,10,0.1
"95","862913c27ffffff",NA,NA,NA,0,Inf
"96","862912acfffffff",2745.42726999925,338.613730876119,157.98371342845,21,0.0476190476190476
"97","862913d1fffffff",NA,NA,NA,0,Inf
"98","862913c2fffffff",NA,NA,NA,0,Inf
"99","862912ad7ffffff",5530.62649600548,443.321461950072,85.4075541095263,64,0.015625
"100","86291206fffffff",NA,NA,NA,0,Inf
"101","86291201fffffff",NA,NA,NA,1,1
"102","862835737ffffff",NA,NA,NA,0,Inf
"103","862835467ffffff",NA,NA,NA,0,Inf
"104","86283546fffffff",NA,NA,NA,0,Inf
"105","862835477ffffff",2498.03783532614,363.366953801662,146.934624239168,18,0.0555555555555556
"106","862835717ffffff",NA,NA,NA,0,Inf
"107","862835447ffffff",NA,NA,NA,0,Inf
"108","86283544fffffff",NA,NA,NA,0,Inf
"109","86485b39fffffff",1096.147419,401.873523333333,330.158488666666,3,0.333333333333333
